ID_Registro;Fecha;Año;Mes_Num;Mes;Trimestre;Región;Ciudad;Tipo_Institución;Institución;Canal;Línea_Terapéutica;Producto;Fabricante;Unidad_Medida;Requiere_Receta;Unidades;Precio_Unitario_USD;Costo_Unitario_USD;Descuento_Pct;Lead_Time_Días;Inventario_Días;Devolución_Pct;Pacientes_Impactados;Urgencia_Abasto;Ventas_Brutas_USD;Monto_Descuento_USD;Ventas_Netas_USD;Costo_Total_USD;Utilidad_Bruta_USD;Margen_Bruto_Pct;Devoluciones_Unidades;Riesgo_Stockout
RX-02043;2025-07-27 00:00:00;2025;7;Jul;T3;Centro;Tunja;Cadena de Farmacias;Drogas La Rebaja;Retail;Salud digestiva;Probiótico 10B;Genfar;caja;No;17;14,59;9,03;0,0255;2;23;0,017;18;Baja;248,03;6,324765;241,705235;153,51;88,195235;0,364887566;0;0,094347826
RX-02044;2025-08-15 00:00:00;2025;8;Aug;T3;Oriente;Cúcuta;Cadena de Farmacias;Farmatodo;Retail;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;5;21,13;11,53;0,0457;2;33;0,0177;5;Baja;105,65;4,828205;100,821795;57,65;43,171795;0,428199032;0;0,065969697
RX-02045;2025-08-08 00:00:00;2025;8;Aug;T3;Oriente;Cúcuta;Distribuidor;Drogas La Rebaja;Mayorista;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;25;62,87;40,4;0,1378;9;38;0,0102;24;Baja;1571,75;216,58715;1355,16285;1010;345,16285;0,254702119;0;0,248921053
RX-02046;2025-08-13 00:00:00;2025;8;Aug;T3;Oriente;Cúcuta;Distribuidor;Drogas La Rebaja;Mayorista;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;49;8,19;4,67;0,1306;4;33;0,0133;35;Baja;401,31;52,411086;348,898914;228,83;120,068914;0,34413668;1;0,129272727
RX-02047;2025-04-23 00:00:00;2025;4;Apr;T2;Centro;Bogotá;Distribuidor;Droguerías Cafam;Mayorista;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;89;8,05;4,32;0,1295;8;47;0,0039;100;Alta;716,45;92,780275;623,669725;384,48;239,189725;0,383519859;0;0,173531915
RX-02048;2025-10-11 00:00:00;2025;10;Oct;T4;Norte;Cartagena;Hospital;Clínica General del Caribe;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;7;15,01;9,89;0,0915;3;36;0,0103;7;Baja;105,07;9,613905;95,456095;69,23;26,226095;0,274745107;0;0,087625
RX-02049;2025-12-09 00:00:00;2025;12;Dec;T4;Centro;Soacha;Cadena de Farmacias;Droguerías Cafam;Retail;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;26;7,23;3,39;0,0574;6;15;0,0145;24;Media;187,98;10,790052;177,189948;88,14;89,049948;0,502567719;0;0,429
RX-02050;2025-05-01 00:00:00;2025;5;May;T2;Occidente;Bello;Cadena de Farmacias;Droguerías Audifarma;Retail;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;11;15,76;9,5;0,0427;2;39;0,0153;12;Baja;173,36;7,402472;165,957528;104,5;61,457528;0,370320821;0;0,055205128
RX-02051;2025-11-23 00:00:00;2025;11;Nov;T4;Sur;Neiva;Hospital;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;59;10,67;5,93;0,0822;8;24;0,008;63;Baja;629,53;51,747366;577,782634;349,87;227,912634;0,394460859;0;0,346666667
RX-02052;2025-06-05 00:00:00;2025;6;Jun;T2;Centro;Bogotá;Distribuidor;Audifarma;Mayorista;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;155;5,38;2,19;0,1341;7;36;0,0077;285;Baja;833,9;111,82599;722,07401;339,45;382,62401;0,529895834;1;0,201930556
RX-02053;2025-01-29 00:00:00;2025;1;Jan;T1;Centro;Bogotá;Hospital;Hospital Universitario San Ignacio;Institucional;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;33;6,78;3,49;0,1041;6;39;0,0021;27;Baja;223,74;23,291334;200,448666;115,17;85,278666;0,42543893;0;0,155461538
RX-02054;2025-01-26 00:00:00;2025;1;Jan;T1;Oriente;Cúcuta;Hospital;Clínica Medical Duarte;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;22;6,07;2,85;0,0766;6;45;0,0085;34;Baja;133,54;10,229164;123,310836;62,7;60,610836;0,491528871;0;0,139
RX-02055;2025-11-01 00:00:00;2025;11;Nov;T4;Oriente;Villavicencio;Clínica;Clínica Meta;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;10;15,6;9,73;0,079;6;30;0,0108;12;Baja;156;12,324;143,676;97,3;46,376;0,322781815;0;0,2108
RX-02056;2025-02-21 00:00:00;2025;2;Feb;T1;Centro;Tunja;Cadena de Farmacias;Drogas La Rebaja;Retail;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;28;15,81;9,01;0,0709;3;21;0,0174;32;Baja;442,68;31,386012;411,293988;252,28;159,013988;0,3866188;0;0,155285714
RX-02057;2025-01-18 00:00:00;2025;1;Jan;T1;Occidente;Pereira;Clínica;Hospital Universitario San Jorge;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;16;14,9;8,32;0,0725;4;40;0,0128;16;Baja;238,4;17,284;221,116;133,12;87,996;0,39796306;0;0,1064
RX-02058;2025-11-14 00:00:00;2025;11;Nov;T4;Oriente;Villavicencio;Cadena de Farmacias;Drogas La Rebaja;Retail;Salud digestiva;Sucralfato;Genfar;caja;No;19;10,54;6,36;0,0551;5;25;0,0193;25;Baja;200,26;11,034326;189,225674;120,84;68,385674;0,361397439;0;0,2193
RX-02059;2025-11-29 00:00:00;2025;11;Nov;T4;Norte;Santa Marta;Clínica;Hospital Universitario Julio Méndez Barreneche;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;15;12,3;7,1;0,1017;5;36;0,0066;19;Baja;184,5;18,76365;165,73635;106,5;59,23635;0,357413144;0;0,143472222
RX-02060;2025-09-19 00:00:00;2025;9;Sep;T3;Occidente;Pereira;Hospital;Hospital Universitario San Jorge;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;18;13,3;7,43;0,0765;4;35;0,0108;20;Baja;239,4;18,3141;221,0859;133,74;87,3459;0,395076755;0;0,120457143
RX-02061;2025-01-30 00:00:00;2025;1;Jan;T1;Norte;Santa Marta;Cadena de Farmacias;Farmatodo;Retail;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;7;6,34;2,92;0,0117;3;17;0,0157;11;Media;44,38;0,519246;43,860754;20,44;23,420754;0,53397974;0;0,190323529
RX-02062;2025-11-21 00:00:00;2025;11;Nov;T4;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;25;22,53;12,2;0,0958;4;21;0,0082;25;Baja;563,25;53,95935;509,29065;305;204,29065;0,401127824;0;0,198285714
RX-02063;2025-08-30 00:00:00;2025;8;Aug;T3;Oriente;Villavicencio;Hospital;Hospital Departamental de Villavicencio;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;27;15,62;8,91;0,0478;2;31;0,0093;26;Baja;421,74;20,159172;401,580828;240,57;161,010828;0,400942517;0;0,067516129
RX-02064;2025-02-17 00:00:00;2025;2;Feb;T1;Occidente;Bello;Distribuidor;Drogas La Rebaja;Mayorista;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;32;23,28;12,54;0,0916;9;34;0,0066;38;Baja;744,96;68,238336;676,721664;401,28;275,441664;0,407023565;0;0,273441176
RX-02065;2025-12-11 00:00:00;2025;12;Dec;T4;Occidente;Pereira;Cadena de Farmacias;Droguerías Audifarma;Retail;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;20;68,01;41,43;0,0406;4;33;0,0087;21;Baja;1360,2;55,22412;1304,97588;828,6;476,37588;0,365045736;0;0,126484848
RX-02066;2025-09-14 00:00:00;2025;9;Sep;T3;Norte;Barranquilla;Cadena de Farmacias;Drogas La Rebaja;Retail;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;25;8,7;4,97;0,0599;2;28;0,0137;22;Baja;217,5;13,02825;204,47175;124,25;80,22175;0,392336594;0;0,076321429
RX-02067;2025-01-10 00:00:00;2025;1;Jan;T1;Centro;Tunja;Distribuidor;Coopidrogas;Mayorista;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;20;8,33;4,07;0,1324;6;38;0,0104;17;Baja;166,6;22,05784;144,54216;81,4;63,14216;0,43684251;0;0,166105263
RX-02068;2025-07-23 00:00:00;2025;7;Jul;T3;Sur;Cali;Clínica;Clínica Imbanaco;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;13;13,94;9,59;0,0722;2;29;0,0114;17;Baja;181,22;13,084084;168,135916;124,67;43,465916;0,258516544;0;0,072896552
RX-02069;2025-09-28 00:00:00;2025;9;Sep;T3;Centro;Tunja;Clínica;Clínica Medilaser Tunja;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;13;62,79;43,01;0,0917;8;40;0,0046;15;Baja;816,27;74,851959;741,418041;559,13;182,288041;0,245864048;0;0,2046
RX-02070;2025-08-24 00:00:00;2025;8;Aug;T3;Norte;Santa Marta;Clínica;Hospital Universitario Julio Méndez Barreneche;Institucional;Vacunas;Vacuna VPH;Laboratorios MK;dosis;Sí;4;121,1;78,17;0,0998;6;27;0,0136;4;Baja;484,4;48,34312;436,05688;312,68;123,37688;0,282937584;0;0,237333333
RX-02071;2025-11-03 00:00:00;2025;11;Nov;T4;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;26;15,34;7,04;0,0883;4;21;0,0077;22;Baja;398,84;35,217572;363,622428;183,04;180,582428;0,496620709;0;0,197809524
RX-02072;2025-06-17 00:00:00;2025;6;Jun;T2;Norte;Cartagena;Distribuidor;Coopidrogas;Mayorista;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;31;13,36;7,32;0,1288;9;34;0,0046;31;Baja;414,16;53,343808;360,816192;226,92;133,896192;0,371092526;0;0,270794118
RX-02073;2025-05-31 00:00:00;2025;5;May;T2;Centro;Tunja;Clínica;Clínica Medilaser Tunja;Institucional;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;18;13,43;6,53;0,0863;4;26;0,0122;17;Baja;241,74;20,862162;220,877838;117,54;103,337838;0,467850641;0;0,163230769
RX-02074;2025-05-13 00:00:00;2025;5;May;T2;Centro;Soacha;Distribuidor;Drogas La Rebaja;Mayorista;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;32;13,4;6,59;0,1388;8;43;0,0145;35;Alta;428,8;59,51744;369,28256;210,88;158,40256;0,428946766;0;0,199534884
RX-02075;2025-07-03 00:00:00;2025;7;Jul;T3;Oriente;Villavicencio;Hospital;Hospital Departamental de Villavicencio;Institucional;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;13;34,21;25,11;0,0659;7;28;0,0047;11;Alta;444,73;29,307707;415,422293;326,43;88,992293;0,214221274;0;0,255875
RX-02076;2025-01-14 00:00:00;2025;1;Jan;T1;Norte;Cartagena;Hospital;Clínica General del Caribe;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;41;12;6,95;0,0909;9;32;0,0084;43;Baja;492;44,7228;447,2772;284,95;162,3272;0,362923037;0;0,2930625
RX-02077;2025-06-13 00:00:00;2025;6;Jun;T2;Norte;Santa Marta;Hospital;Hospital Universitario Julio Méndez Barreneche;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;20;10,94;6,03;0,0656;2;43;0,0127;24;Baja;218,8;14,35328;204,44672;120,6;83,84672;0,410115261;0;0,049465116
RX-02078;2025-09-21 00:00:00;2025;9;Sep;T3;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;67;7,83;4,25;0,0402;2;16;0,0104;58;Media;524,61;21,089322;503,520678;284,75;218,770678;0,434482013;1;0,1315
RX-02079;2025-08-31 00:00:00;2025;8;Aug;T3;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;16;8,63;4,73;0,0702;4;32;0,0058;11;Baja;138,08;9,693216;128,386784;75,68;52,706784;0,410531227;0;0,128625
RX-02080;2025-10-30 00:00:00;2025;10;Oct;T4;Occidente;Pereira;Hospital;Clínica Comfamiliar Risaralda;Institucional;Salud digestiva;Probiótico 10B;Genfar;caja;No;13;15,25;9,13;0,1027;5;34;0,0106;15;Baja;198,25;20,360275;177,889725;118,69;59,199725;0,332788895;0;0,154852941
RX-02081;2025-04-03 00:00:00;2025;4;Apr;T2;Sur;Neiva;Hospital;Hospital Universitario Hernando Moncaleano Perdomo;Institucional;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;16;17,21;12,17;0,0596;7;31;0,0123;17;Alta;275,36;16,411456;258,948544;194,72;64,228544;0,248035934;0;0,239693548
RX-02082;2025-05-03 00:00:00;2025;5;May;T2;Centro;Tunja;Distribuidor;Coopidrogas;Mayorista;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;89;7,67;3,78;0,1231;8;41;0,0057;147;Baja;682,63;84,031753;598,598247;336,42;262,178247;0,437986994;1;0,200682927
RX-02083;2025-08-05 00:00:00;2025;8;Aug;T3;Oriente;Villavicencio;Clínica;Clínica Meta;Institucional;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;17;7,68;3,57;0,077;5;33;0,0078;12;Baja;130,56;10,05312;120,50688;60,69;59,81688;0,496377302;0;0,157424242
RX-02084;2025-11-30 00:00:00;2025;11;Nov;T4;Sur;Neiva;Cadena de Farmacias;Droguerías Cafam;Retail;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;11;14,84;6,5;0,0446;5;13;0,007;11;Media;163,24;7,280504;155,959496;71,5;84,459496;0,541547634;0;0,398076923
RX-02085;2025-10-08 00:00:00;2025;10;Oct;T4;Norte;Barranquilla;Clínica;Hospital General de Barranquilla;Institucional;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;19;8,05;3,52;0,0694;5;30;0,0102;29;Baja;152,95;10,61473;142,33527;66,88;75,45527;0,530123489;0;0,175166667
RX-02086;2025-10-23 00:00:00;2025;10;Oct;T4;Sur;Neiva;Clínica;Clínica Medilaser Neiva;Institucional;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;53;14,32;6,38;0,0834;9;42;0,0068;53;Alta;758,96;63,297264;695,662736;338,14;357,522736;0,51393113;0;0,221571429
RX-02087;2025-08-19 00:00:00;2025;8;Aug;T3;Norte;Barranquilla;Distribuidor;Droguerías Cafam;Mayorista;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;75;15,4;9,07;0,1164;5;54;0,0135;84;Baja;1155;134,442;1020,558;680,25;340,308;0,333452876;1;0,098842593
RX-02088;2025-05-18 00:00:00;2025;5;May;T2;Centro;Bogotá;Distribuidor;Audifarma;Mayorista;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;50;8,44;3,8;0,1073;4;42;0,009;44;Baja;422;45,2806;376,7194;190;186,7194;0,495645831;0;0,09952381
RX-02089;2025-01-18 00:00:00;2025;1;Jan;T1;Centro;Soacha;Distribuidor;Drogas La Rebaja;Mayorista;Cardiometabólico;Atorvastatina 20mg;Procaps;caja;Sí;110;18,74;10,85;0,1115;6;33;0,0037;83;Baja;2061,4;229,8461;1831,5539;1193,5;638,0539;0,348367526;0;0,185181818
RX-02090;2025-06-08 00:00:00;2025;6;Jun;T2;Occidente;Pereira;Clínica;Hospital Universitario San Jorge;Institucional;Respiratorio;Salbutamol Inhalador;Genfar;unidad;Sí;23;22,09;11,58;0,065;3;30;0,0028;26;Baja;508,07;33,02455;475,04545;266,34;208,70545;0,439337857;0;0,1014
RX-02091;2025-12-08 00:00:00;2025;12;Dec;T4;Sur;Cali;Cadena de Farmacias;Droguerías Audifarma;Retail;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;4;33,15;22,82;0,0518;4;5;0,0124;4;Media;132,6;6,86868;125,73132;91,28;34,45132;0,274007463;0;0,8496
RX-02092;2025-01-14 00:00:00;2025;1;Jan;T1;Centro;Tunja;Distribuidor;Coopidrogas;Mayorista;Antiinfecciosos;Azitromicina 500mg;Tecnoquímicas;caja;Sí;49;13;6,28;0,1334;8;35;0,0087;58;Alta;637;84,9758;552,0242;307,72;244,3042;0,44256067;0;0,238514286
RX-02093;2025-09-04 00:00:00;2025;9;Sep;T3;Occidente;Medellín;Hospital;Hospital Pablo Tobón Uribe;Institucional;Respiratorio;Budesonida Nebulizable;Genfar;caja;Sí;44;15,3;8,73;0,1007;7;33;0,0045;37;Baja;673,2;67,79124;605,40876;384,12;221,28876;0,365519587;0;0,216893939
RX-02094;2025-01-18 00:00:00;2025;1;Jan;T1;Centro;Bogotá;Hospital;Clínica del Country;Institucional;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;43;8,04;3,98;0,1092;5;28;0,012;69;Baja;345,72;37,752624;307,967376;171,14;136,827376;0,444291788;1;0,189285714
RX-02095;2025-01-27 00:00:00;2025;1;Jan;T1;Centro;Bogotá;Hospital;Hospital Universitario San Ignacio;Institucional;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;40;7,47;3,28;0,0783;6;41;0,0058;32;Baja;298,8;23,39604;275,40396;131,2;144,20396;0,523608883;0;0,150585366
RX-02096;2025-12-24 00:00:00;2025;12;Dec;T4;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;6;63,97;42,52;0,0891;6;37;0,0103;7;Baja;383,82;34,198362;349,621638;255,12;94,501638;0,27029688;0;0,170513514
RX-02097;2025-07-22 00:00:00;2025;7;Jul;T3;Norte;Barranquilla;Clínica;Hospital General de Barranquilla;Institucional;Cardiometabólico;Losartán 50mg;Sanofi;caja;Sí;21;8,39;4,9;0,0508;6;33;0,0092;19;Baja;176,19;8,950452;167,239548;102,9;64,339548;0,384714912;0;0,190181818
RX-02098;2025-07-30 00:00:00;2025;7;Jul;T3;Centro;Soacha;Hospital;Clínica del Country;Institucional;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;2;102,5;72,28;0,0731;4;25;0,0047;1;Baja;205;14,9855;190,0145;144,56;45,4545;0,239215955;0;0,16376
RX-02099;2025-05-27 00:00:00;2025;5;May;T2;Centro;Tunja;Distribuidor;Coopidrogas;Mayorista;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;17;62,34;40,67;0,1337;8;33;0,0095;15;Baja;1059,78;141,692586;918,087414;691,39;226,697414;0,246923561;0;0,253939394
RX-02100;2025-06-10 00:00:00;2025;6;Jun;T2;Oriente;;Cadena de Farmacias;Farmatodo;Retail;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;21;8,06;4,45;0,0363;2;30;0,0095;22;Baja;169,26;6,144138;163,115862;93,45;69,665862;0,427094344;0;0,069833333
RX-02101;2025-03-10 00:00:00;2025;3;Mar;T1;Centro;Tunja;Clínica;Clínica Medilaser Tunja;Institucional;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;8;27,29;16,25;0,0713;7;31;0,0038;8;Baja;218,32;15,566216;202,753784;130;72,753784;0,358828243;0;0,230096774
RX-02102;2025-03-07 00:00:00;2025;3;Mar;T1;Centro;Soacha;Hospital;Clínica del Country;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;39;6,08;2,8;0,0776;5;25;0,0146;54;Baja;237,12;18,400512;218,719488;109,2;109,519488;0,50073036;1;0,2146
RX-02103;2025-02-08 00:00:00;2025;2;Feb;T1;Norte;Cartagena;Cadena de Farmacias;Droguerías Colsubsidio;Retail;Vacunas;Vacuna Influenza;Laboratorios MK;dosis;Sí;24;29,14;16,51;0,046;4;12;0,0261;25;Media;699,36;32,17056;667,18944;396,24;270,94944;0,406105708;1;0,376833333
RX-02104;2025-12-12 00:00:00;2025;12;Dec;T4;Centro;Soacha;Clínica;Clínica del Country;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;20;11,98;7,14;0,0874;10;38;0,0101;21;Baja;239,6;20,94104;218,65896;142,8;75,85896;0,346928203;0;0,276447368
RX-02105;2025-11-28 00:00:00;2025;11;Nov;T4;Oriente;Bucaramanga;Clínica;Hospital Universitario de Santander;Institucional;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;5;107,17;78,01;0,0841;5;40;0,0089;4;Baja;535,85;45,064985;490,785015;390,05;100,735015;0,205252834;0;0,1305625
RX-02106;2025-10-03 00:00:00;2025;10;Oct;T4;Norte;Barranquilla;Cadena de Farmacias;Drogas La Rebaja;Retail;Antiinfecciosos;Ceftriaxona 1g;Tecnoquímicas;frasco;Sí;24;18,72;11,24;0,0183;2;31;0,0092;25;Baja;449,28;8,221824;441,058176;269,76;171,298176;0,388380004;0;0,067483871
RX-02107;2025-10-31 00:00:00;2025;10;Oct;T4;Centro;Tunja;Cadena de Farmacias;Drogas La Rebaja;Retail;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;27;8;3,96;0,0431;5;34;0,006;50;Baja;216;9,3096;206,6904;106,92;99,7704;0,482704567;0;0,151470588
RX-02108;2025-12-30 00:00:00;2025;12;Dec;T4;Sur;Pasto;Clínica;Hospital Universitario Departamental de Nariño;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;27;13,09;7,1;0,0577;6;38;0,0122;35;Baja;353,43;20,392911;333,037089;191,7;141,337089;0,424388435;0;0,167526316
RX-02109;2025-04-02 00:00:00;2025;4;Apr;T2;Centro;Bogotá;Hospital;Fundación Santa Fe de Bogotá;Institucional;Salud digestiva;Lactulosa Jarabe;Sanofi;frasco;No;27;10,51;6,89;0,086;3;26;0,0078;35;Baja;283,77;24,40422;259,36578;186,03;73,33578;0,282750408;0;0,119884615
RX-02110;2025-01-26 00:00:00;2025;1;Jan;T1;Centro;Soacha;Clínica;Hospital Mario Gaitán Yanguas;Institucional;Cardiometabólico;Insulina Glargina;Procaps;pluma;Sí;4;116,5;72,84;0,0734;6;33;0,0101;2;Baja;466;34,2044;431,7956;291,36;140,4356;0,325236292;0;0,191
RX-02111;2025-07-05 00:00:00;2025;7;Jul;T3;Centro;Soacha;Hospital;Clínica del Country;Institucional;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;11;14,63;7,26;0,0786;4;39;0,007;10;Baja;160,93;12,649098;148,280902;79,86;68,420902;0,461427609;0;0,106153846
RX-02112;2025-04-24 00:00:00;2025;4;Apr;T2;Oriente;Cúcuta;Hospital;Clínica Medical Duarte;Institucional;Vacunas;Vacuna VPH;Laboratorios MK;dosis;Sí;7;114,48;79,04;0,0984;5;25;0,0097;6;Baja;801,36;78,853824;722,506176;553,28;169,226176;0,234221079;0;0,2097
RX-02113;2025-08-19 00:00:00;2025;8;Aug;T3;Sur;Pasto;Hospital;Hospital Infantil Los Ángeles;Institucional;Dolor y cuidado primario;Ibuprofeno 400mg;Vitalis;caja;No;64;6,14;2,75;0,103;4;28;0,008;122;Baja;392,96;40,47488;352,48512;176;176,48512;0,500688143;1;0,148571429
RX-02114;2025-01-06 00:00:00;2025;1;Jan;T1;Norte;Santa Marta;Clínica;Clínica La Milagrosa;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;2;68,79;40,7;0,0631;8;28;0,0082;1;Baja;137,58;8,681298;128,898702;81,4;47,498702;0,368496356;0;0,297428571
RX-02115;2025-07-21 00:00:00;2025;7;Jul;T3;Centro;Soacha;Cadena de Farmacias;Farmatodo;Retail;Oncología;Rituximab;Procaps;vial;Sí;1;948,87;808,44;0,0394;1;28;0,0187;1;Baja;948,87;37,385478;911,484522;808,44;103,044522;0,113051313;0;0,039053571
RX-02116;2025-04-06 00:00:00;2025;4;Apr;T2;Oriente;Bucaramanga;Distribuidor;Droguerías Cafam;Mayorista;Dolor y cuidado primario;Omeprazol 20mg;Procaps;caja;No;37;7,24;3,55;0,0982;8;37;0,0072;59;Baja;267,88;26,305816;241,574184;131,35;110,224184;0,456274682;0;0,224
RX-02117;2025-06-02 00:00:00;2025;6;Jun;T2;Oriente;Bucaramanga;Hospital;Clínica Chicamocha;Institucional;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;5;63,67;42,08;0,0915;5;52;0,0074;4;Baja;318,35;29,129025;289,220975;210,4;78,820975;0,272528557;0;0,099711538
RX-02118;2025-11-06 00:00:00;2025;11;Nov;T4;Sur;Cali;Clínica;Clínica Imbanaco;Institucional;Oncología;Rituximab;Procaps;vial;Sí;1;941,6;757,04;0,0742;5;34;0,0091;1;Baja;941,6;69,86672;871,73328;757,04;114,69328;0,131569234;0;0,15375
RX-02119;2025-04-28 00:00:00;2025;4;Apr;T2;Centro;Bogotá;Hospital;Fundación Santa Fe de Bogotá;Institucional;Oncología;Paclitaxel;Procaps;vial;Sí;1;436,63;291,55;0,0993;8;17;0,0126;1;Alta;436,63;43,357359;393,272641;291,55;101,722641;0,258656795;0;0,500235294
RX-02120;2025-12-28 00:00:00;2025;12;Dec;T4;Centro;Soacha;Hospital;Clínica del Country;Institucional;Antiinfecciosos;Amoxicilina 500mg;Sanofi;caja;Sí;23;8,45;4,18;0,0488;6;26;0,0169;25;Baja;194,35;9,48428;184,86572;96,14;88,72572;0,47994685;0;0,250269231
RX-02121;2025-09-30 00:00:00;2025;9;Sep;T3;Centro;Tunja;Cadena de Farmacias;Drogas La Rebaja;Retail;Respiratorio;Montelukast 10mg;Procaps;caja;Sí;27;14,87;7,24;0,0659;1;8;0,0151;23;Media;401,49;26,458191;375,031809;195,48;179,551809;0,478764213;0;0,1344375
RX-02122;2025-12-23 00:00:00;2025;12;Dec;T4;Centro;Soacha;Distribuidor;Coopidrogas;Mayorista;Dolor y cuidado primario;Acetaminofén 500mg;Vitalis;caja;No;80;5,2;2,37;0,1218;6;48;0,0069;117;Baja;416;50,6688;365,3312;189,6;175,7312;0,481018867;1;0,1293125
RX-02123;2025-08-02 00:00:00;2025;8;Aug;T3;Centro;Tunja;Clínica;Clínica Medilaser Tunja;Institucional;Salud digestiva;Sucralfato;Genfar;caja;No;12;11,81;6,6;0,0972;3;19;0,01;16;Baja;141,72;13,775184;127,944816;79,2;48,744816;0,380983126;0;0,165789474
RX-02124;2025-02-20 00:00:00;2025;2;Feb;T1;Norte;Barranquilla;Cadena de Farmacias;Farmatodo;Retail;Vacunas;Vacuna Neumococo;Laboratorios MK;dosis;Sí;5;61,6;42,28;0,023;3;18;0,0291;4;Baja;308;7,084;300,916;211,4;89,516;0,297478366;0;0,190916667
RX-02125;2025-02-10 00:00:00;2025;2;Feb;T1;Centro;Soacha;Hospital;Hospital Mario Gaitán Yanguas;Institucional;Cardiometabólico;Metformina 850mg;Vitalis;caja;Sí;45;7,03;3,47;0,0489;3;25;0,0092;35;Baja;316,35;15,469515;300,880485;156,15;144,730485;0,481023171;0;0,12552
RX-02126;2025-11-04 00:00:00;2025;11;Nov;T4;Occidente;Medellín;Clínica;Hospital Pablo Tobón Uribe;Institucional;Antiinfecciosos;Oseltamivir 75mg;Procaps;caja;Sí;7;36,99;22,33;0,075;7;51;0,0104;6;Alta;258,93;19,41975;239,51025;156,31;83,20025;0,347376574;0;0,144392157
